title,price,rating,reviews,availability,keyword
"CUHIOY Wall Mount Shelf Compatible with Echo Dot 5th/4th Gen & HomePod Mini - Universal Smart Speaker Holder, Secure Screw Mount, Built-in Cable Management, Black",,4.8 out of 5 stars,(18),In Stock,echo dot 5th gen
